,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.387,59.943745,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.389,82.85672,2.777778
1000,6.77,1621180500,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.387,48.23892,2.777778
1000,6.707,NaN,2.777778
2000,13.061,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.386,63.210632,2.777778
1000,6.724,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.466,0.030634053,2.1825397
1000,7.816,NaN,2.777778
2000,15.13,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,2.783,0.029444652,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,2.795,0.031000225,3.1746035
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,2.93,0.031025229,2.2817461
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.476,NaN,3.1746035
1000,7.791,0.02700615,2.777778
2000,15.114,0.02700615,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.494,NaN,2.777778
1000,7.979,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.462,0.028743828,2.777778
1000,7.775,NaN,2.777778
2000,15.096,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.478,NaN,2.3809524
1000,7.84,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.461,0.027032513,4.464286
1000,7.819,0.027006166,4.166667
2000,15.123,0.027006159,3.670635
3000,22.463,0.027006159,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.473,0.027015414,3.373016
1000,7.907,0.02700615,3.373016
2000,15.29,0.02700615,3.4722223
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.424,0.051755894,2.777778
1000,7.412,0.02796913,9.722222
2000,14.528,0.027227119,19.444445
3000,21.508,0.026211388,24.702381
4000,28.486,0.025791198,25.793652
5000,35.396,0.025077233,26.686508
6000,42.355,0.025048504,27.18254
7000,49.313,0.024825318,27.281746
8000,56.321,0.02453166,27.67857
9000,63.203,0.02473228,27.777779
10000,70.144,0.024452299,27.67857
11000,77.119,0.024478842,27.777779
12000,84.062,0.024379702,27.67857
13000,91.007,0.024354782,27.777779
14000,97.952,0.024115972,27.777779
15000,104.905,0.024324803,27.67857
16000,111.857,0.024075845,27.777779
17000,118.814,0.023714408,27.777779
18000,125.749,0.023999726,27.777779
19000,132.706,0.023952147,27.777779
20000,139.652,0.024215195,27.777779
21000,146.605,0.02382035,27.67857
22000,153.545,0.023887902,27.777779
23000,160.51,0.023600046,27.777779
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.802,0.052405596,2.777778
1000,12.462,0.02747248,16.86508
2000,24.111,0.026411664,24.801586
3000,35.73,0.025519984,26.587301
4000,47.383,0.025181452,27.777779
5000,58.983,0.024741324,27.777779
6000,70.592,0.024342308,27.777779
7000,82.211,0.024659188,27.777779
8000,93.82,0.024746913,27.777779
9000,105.486,0.024268832,27.777779
10000,117.069,0.024337325,27.777779
11000,128.664,0.024697104,27.777779
12000,140.277,0.024350995,27.777779
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.833,0.035615694,3.670635
1000,33.697,0.028110307,5.059524
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.821,0.110534996,3.4722223
1000,33.313,0.028260121,5.15873
2000,65.834,0.028184999,6.349207
3000,98.484,0.028036539,8.43254
4000,131.159,0.027855877,14.087301
5000,163.649,0.027779268,15.5753975
6000,196.186,0.02764112,15.178572
7000,228.722,0.02744768,20.039682
8000,261.662,0.027307132,19.84127
9000,294.947,0.027318625,17.757936
10000,327.76,0.027116938,23.11508
11000,360.293,0.02696205,22.916668
12000,393.05,0.026873684,25.198412
13000,425.664,0.02673926,25.59524
14000,458.33,0.026667034,24.900795
15000,490.841,0.026618741,25.099205
16000,523.39,0.026466597,26.289684
17000,555.873,0.026379464,25.892857
18000,588.475,0.026307633,25.694445
19000,620.955,0.026153808,25.694445
20000,653.65,0.02614182,25.992064
21000,686.112,0.026040213,26.091269
22000,718.532,0.02596425,26.091269
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.832,0.21429269,2.777778
1000,33.388,0.2131341,2.777778
2000,66.032,0.21312164,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.832,0.20290905,1.984127
1000,33.49,0.106527634,2.9761906
2000,66.109,0.10652791,2.9761906
3000,98.813,0.1065282,2.9761906
4000,131.49,0.10652839,2.9761906
5000,164.298,0.106528655,2.9761906
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.785,0.22376223,2.3809524
1000,31.526,0.03248931,3.2738097
2000,62.323,0.032727458,3.1746035
3000,93.061,0.03287448,3.2738097
4000,123.802,0.03203495,3.4722223
5000,154.55,0.03245957,3.4722223
6000,185.635,0.032383256,3.5714288
7000,216.319,0.03210868,3.7698414
8000,247.086,0.031280413,3.5714288
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.893,0.30812126,2.777778
1000,36.32,0.1857788,2.777778
2000,71.18,0.18577877,2.777778
3000,105.951,0.18577872,2.777778
4000,140.708,0.18577862,2.777778
5000,175.421,0.18577856,2.777778
6000,210.119,0.18577853,2.777778
7000,244.904,0.18577841,2.777778
8000,279.55,0.1857784,2.777778
9000,314.239,0.1857784,2.777778
10000,349.85,0.18577838,2.777778
11000,385.147,0.18577836,2.777778
12000,419.751,0.18577832,2.777778
13000,454.425,0.18577823,2.777778
14000,489.18,0.18577817,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.885,0.107796885,2.777778
1000,35.604,0.0494554,1.388889
2000,70.558,0.0478894,1.8849207
3000,105.197,0.0467738,2.4801588
4000,139.717,0.046439234,2.777778
5000,174.269,0.046141885,2.777778
6000,208.958,0.045715354,2.777778
7000,243.416,0.04545306,2.777778
8000,277.846,0.04500775,2.777778
9000,312.23,0.044747032,2.777778
10000,346.859,0.044278916,2.6785715
11000,381.783,0.044058308,2.6785715
12000,416.881,0.04393772,2.6785715
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.877,0.043211672,3.4722223
1000,35.453,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.881,0.043176252,3.5714288
1000,35.712,NaN,2.777778
2000,70.36,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.873,NaN,2.777778
1000,35.522,NaN,2.777778
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.882,0.04480688662005449,2.7777777777777777
1000,35.19,NaN,2.7777777777777777
,,,
Teties,,,
Cycles,Time,Err,Accuracy
0,0.791,0.04684095944211526,2.380952380952381
1000,31.739,0.025494516581536907,31.944444444444443
2000,62.591,0.021514089652636712,41.66666666666667
3000,93.498,0.016366502267785736,58.23412698412699
4000,124.474,0.014111796656724093,62.5
5000,155.675,0.012904406411098308,66.66666666666666
6000,186.767,0.011916834037179243,69.24603174603175
7000,217.914,0.0115451811788456,69.94047619047619
8000,249.036,0.01079199338106099,71.32936507936508
9000,279.874,0.010386930761597935,73.80952380952381
10000,310.744,0.009610397036168436,75.1984126984127
11000,341.729,0.009533752669091629,75.79365079365078
12000,372.685,0.008876881205498519,77.48015873015873
13000,403.867,0.008475407346452808,78.47222222222221
14000,434.839,0.008297245582733028,79.06746031746032
15000,465.88,0.008305668665208162,79.16666666666666
16000,496.723,0.008201317883885423,79.56349206349206
17000,527.818,0.007837699386302802,80.05952380952381
18000,559.094,0.007608437158994987,81.0515873015873
19000,590.14,0.007418541727357271,81.54761904761905
20000,621.168,0.007291750563758281,81.74603174603175
21000,652.064,0.006988284128385593,82.44047619047619
22000,682.959,0.006843665655158748,83.03571428571429
23000,714.07,0.007075511058049255,82.2420634920635
24000,745.041,0.007079357615966331,82.2420634920635
25000,775.974,0.0069399400373590355,82.73809523809523
26000,806.854,0.006458520340622711,84.12698412698413
27000,837.773,0.0065896566320281956,83.33333333333334
28000,868.641,0.0062628773015447736,84.02777777777779
29000,900.032,0.006388832443940932,84.32539682539682
30000,931.294,0.006231777127678727,84.22619047619048
